elapsed,day_idx,timestamp,pnl,cash,pnl_VELVETFRUIT_EXTRACT,pnl_HYDROGEL_PACK,pnl_VEV_4000,pnl_VEV_4500,pnl_VEV_5000,pnl_VEV_5100,pnl_VEV_5200,pnl_VEV_5300,pnl_VEV_5400,pnl_VEV_5500,pnl_VEV_6000,pnl_VEV_6500
0.01,0,6500,-5717.0,-1993817.0,0.0,-5717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,6600,-4417.0,-1993817.0,0.0,-4417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,6700,-4817.0,-1993817.0,0.0,-4817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,6800,-5017.0,-1993817.0,0.0,-5017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,6900,-5017.0,-1993817.0,0.0,-5017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,7000,-4617.0,-1993817.0,0.0,-4617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,7100,-4017.0,-1993817.0,0.0,-4017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,7200,-4617.0,-1993817.0,0.0,-4617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,7300,-4817.0,-1993817.0,0.0,-4817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,7400,-4417.0,-1993817.0,0.0,-4417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,7500,-4417.0,-1993817.0,0.0,-4417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,7600,-4717.0,-1993817.0,0.0,-4717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,7700,-4817.0,-1993817.0,0.0,-4817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,7800,-5017.0,-1993817.0,0.0,-5017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,7900,-4617.0,-1993817.0,0.0,-4617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,8000,-4817.0,-1993817.0,0.0,-4817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,8100,-4817.0,-1993817.0,0.0,-4817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,8200,-4817.0,-1993817.0,0.0,-4817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,8300,-5417.0,-1993817.0,0.0,-5417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,8400,-5617.0,-1993817.0,0.0,-5617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,8500,-6017.0,-1993817.0,0.0,-6017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,8600,-6217.0,-1993817.0,0.0,-6217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,8700,-5817.0,-1993817.0,0.0,-5817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,8800,-5417.0,-1993817.0,0.0,-5417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,8900,-5017.0,-1993817.0,0.0,-5017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,9000,-4617.0,-1993817.0,0.0,-4617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,9100,-4817.0,-1993817.0,0.0,-4817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,9200,-4217.0,-1993817.0,0.0,-4217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,9300,-4317.0,-1993817.0,0.0,-4317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,9400,-4417.0,-1993817.0,0.0,-4417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,9500,-4617.0,-1993817.0,0.0,-4617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,9600,-5017.0,-1993817.0,0.0,-5017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,9700,-5617.0,-1993817.0,0.0,-5617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,9800,-5417.0,-1993817.0,0.0,-5417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,9900,-4517.0,-1993817.0,0.0,-4517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,10000,-5617.0,-1993817.0,0.0,-5617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,10100,-5017.0,-1993817.0,0.0,-5017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,10200,-4617.0,-1993817.0,0.0,-4617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,10300,-4817.0,-1993817.0,0.0,-4817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,10400,-5017.0,-1993817.0,0.0,-5017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,10500,-5017.0,-1993817.0,0.0,-5017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,10600,-5417.0,-1993817.0,0.0,-5417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,10700,-5417.0,-1993817.0,0.0,-5417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,10800,-5817.0,-1993817.0,0.0,-5817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,10900,-5417.0,-1993817.0,0.0,-5417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,11000,-5617.0,-1993817.0,0.0,-5617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,11100,-6017.0,-1993817.0,0.0,-6017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,11200,-5617.0,-1993817.0,0.0,-5617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,11300,-5417.0,-1993817.0,0.0,-5417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,11400,-5417.0,-1993817.0,0.0,-5417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,11500,-5317.0,-1993817.0,0.0,-5317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,11600,-4617.0,-1993817.0,0.0,-4617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,11700,-4617.0,-1993817.0,0.0,-4617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,11800,-4017.0,-1993817.0,0.0,-4017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,11900,-4217.0,-1993817.0,0.0,-4217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,12000,-4217.0,-1993817.0,0.0,-4217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,12100,-4017.0,-1993817.0,0.0,-4017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,12200,-4217.0,-1993817.0,0.0,-4217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,12300,-3617.0,-1993817.0,0.0,-3617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,12400,-3417.0,-1993817.0,0.0,-3417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,12500,-2817.0,-1993817.0,0.0,-2817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,12600,-2317.0,-1993817.0,0.0,-2317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,12700,-2017.0,-1993817.0,0.0,-2017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,12800,-1817.0,-1993817.0,0.0,-1817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,12900,-1417.0,-1993817.0,0.0,-1417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,13000,-1217.0,-1993817.0,0.0,-1217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,13100,-1617.0,-1993817.0,0.0,-1617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,13200,-1617.0,-1993817.0,0.0,-1617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,13300,-1717.0,-1993817.0,0.0,-1717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,13400,-1817.0,-1993817.0,0.0,-1817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,13500,-1517.0,-1993817.0,0.0,-1517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,13600,-1517.0,-1993817.0,0.0,-1517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,13700,-1217.0,-1993817.0,0.0,-1217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,13800,-1017.0,-1993817.0,0.0,-1017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,13900,-1017.0,-1993817.0,0.0,-1017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,14000,-617.0,-1993817.0,0.0,-617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,14100,-1417.0,-1993817.0,0.0,-1417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,14200,-1617.0,-1993817.0,0.0,-1617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,14300,-1817.0,-1993817.0,0.0,-1817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,14400,-2317.0,-1993817.0,0.0,-2317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,14500,-2417.0,-1993817.0,0.0,-2417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,14600,-2417.0,-1993817.0,0.0,-2417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,14700,-2417.0,-1993817.0,0.0,-2417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,14800,-2417.0,-1993817.0,0.0,-2417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0,14900,-2217.0,-1993817.0,0.0,-2217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,15000,-2117.0,-1993817.0,0.0,-2117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,15100,-2417.0,-1993817.0,0.0,-2417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,15200,-2617.0,-1993817.0,0.0,-2617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,15300,-2417.0,-1993817.0,0.0,-2417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,15400,-2617.0,-1993817.0,0.0,-2617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,15500,-2417.0,-1993817.0,0.0,-2417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,15600,-2017.0,-1993817.0,0.0,-2017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,15700,-1817.0,-1993817.0,0.0,-1817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,15800,-2017.0,-1993817.0,0.0,-2017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,15900,-1617.0,-1993817.0,0.0,-1617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,16000,-2217.0,-1993817.0,0.0,-2217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,16100,-2817.0,-1993817.0,0.0,-2817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,16200,-2617.0,-1993817.0,0.0,-2617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,16300,-2617.0,-1993817.0,0.0,-2617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,16400,-3017.0,-1993817.0,0.0,-3017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,16500,-3017.0,-1993817.0,0.0,-3017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,16600,-3417.0,-1993817.0,0.0,-3417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,16700,-3817.0,-1993817.0,0.0,-3817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,16800,-3717.0,-1993817.0,0.0,-3717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,16900,-4817.0,-1993817.0,0.0,-4817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,17000,-4417.0,-1993817.0,0.0,-4417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,17100,-4617.0,-1993817.0,0.0,-4617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,17200,-5217.0,-1993817.0,0.0,-5217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,17300,-5817.0,-1993817.0,0.0,-5817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,17400,-5817.0,-1993817.0,0.0,-5817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,17500,-6217.0,-1993817.0,0.0,-6217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,17600,-5817.0,-1993817.0,0.0,-5817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,17700,-6517.0,-1993817.0,0.0,-6517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,17800,-5917.0,-1993817.0,0.0,-5917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,17900,-5017.0,-1993817.0,0.0,-5017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,18000,-5617.0,-1993817.0,0.0,-5617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,18100,-6017.0,-1993817.0,0.0,-6017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,18200,-6017.0,-1993817.0,0.0,-6017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,18300,-6017.0,-1993817.0,0.0,-6017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,18400,-5817.0,-1993817.0,0.0,-5817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,18500,-5017.0,-1993817.0,0.0,-5017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,18600,-4817.0,-1993817.0,0.0,-4817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,18700,-4617.0,-1993817.0,0.0,-4617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,18800,-4617.0,-1993817.0,0.0,-4617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0,18900,-4517.0,-1993817.0,0.0,-4517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
