elapsed,day_idx,timestamp,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,VEV_4000,VEV_4500,VEV_5000,VEV_5100,VEV_5200,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500
0.0088,0,8800,0,200,0,0,0,0,0,0,0,0,0,0
0.0089,0,8900,0,200,0,0,0,0,0,0,0,0,0,0
0.009,0,9000,0,200,0,0,0,0,0,0,0,0,0,0
0.0091,0,9100,0,200,0,0,0,0,0,0,0,0,0,0
0.0092,0,9200,0,200,0,0,0,0,0,0,0,0,0,0
0.0093,0,9300,0,200,0,0,0,0,0,0,0,0,0,0
0.0094,0,9400,0,200,0,0,0,0,0,0,0,0,0,0
0.0095,0,9500,0,200,0,0,0,0,0,0,0,0,0,0
0.0096,0,9600,0,200,0,0,0,0,0,0,0,0,0,0
0.0097,0,9700,0,200,0,0,0,0,0,0,0,0,0,0
0.0098,0,9800,0,200,0,0,0,0,0,0,0,0,0,0
0.0099,0,9900,0,200,0,0,0,0,0,0,0,0,0,0
0.01,0,10000,0,200,0,0,0,0,0,0,0,0,0,0
0.0101,0,10100,0,200,0,0,0,0,0,0,0,0,0,0
0.0102,0,10200,0,200,0,0,0,0,0,0,0,0,0,0
0.0103,0,10300,0,200,0,0,0,0,0,0,0,0,0,0
0.0104,0,10400,0,200,0,0,0,0,0,0,0,0,0,0
0.0105,0,10500,0,200,0,0,0,0,0,0,0,0,0,0
0.0106,0,10600,0,200,0,0,0,0,0,0,0,0,0,0
0.0107,0,10700,0,200,0,0,0,0,0,0,0,0,0,0
0.0108,0,10800,0,200,0,0,0,0,0,0,0,0,0,0
0.0109,0,10900,0,200,0,0,0,0,0,0,0,0,0,0
0.011,0,11000,0,200,0,0,0,0,0,0,0,0,0,0
0.0111,0,11100,0,200,0,0,0,0,0,0,0,0,0,0
0.0112,0,11200,0,200,0,0,0,0,0,0,0,0,0,0
0.0113,0,11300,0,200,0,0,0,0,0,0,0,0,0,0
0.0114,0,11400,0,200,0,0,0,0,0,0,0,0,0,0
0.0115,0,11500,0,200,0,0,0,0,0,0,0,0,0,0
0.0116,0,11600,0,200,0,0,0,0,0,0,0,0,0,0
0.0117,0,11700,0,200,0,0,0,0,0,0,0,0,0,0
0.0118,0,11800,0,200,0,0,0,0,0,0,0,0,0,0
0.0119,0,11900,0,200,0,0,0,0,0,0,0,0,0,0
0.012,0,12000,0,200,0,0,0,0,0,0,0,0,0,0
0.0121,0,12100,0,200,0,0,0,0,0,0,0,0,0,0
0.0122,0,12200,0,200,0,0,0,0,0,0,0,0,0,0
0.0123,0,12300,0,200,0,0,0,0,0,0,0,0,0,0
0.0124,0,12400,0,200,0,0,0,0,0,0,0,0,0,0
0.0125,0,12500,0,200,0,0,0,0,0,0,0,0,0,0
0.0126,0,12600,0,200,0,0,0,0,0,0,0,0,0,0
0.0127,0,12700,0,200,0,0,0,0,0,0,0,0,0,0
0.0128,0,12800,0,200,0,0,0,0,0,0,0,0,0,0
0.0129,0,12900,0,200,0,0,0,0,0,0,0,0,0,0
0.013,0,13000,0,200,0,0,0,0,0,0,0,0,0,0
0.0131,0,13100,0,200,0,0,0,0,0,0,0,0,0,0
0.0132,0,13200,0,200,0,0,0,0,0,0,0,0,0,0
0.0133,0,13300,0,200,0,0,0,0,0,0,0,0,0,0
0.0134,0,13400,0,200,0,0,0,0,0,0,0,0,0,0
0.0135,0,13500,0,200,0,0,0,0,0,0,0,0,0,0
0.0136,0,13600,0,200,0,0,0,0,0,0,0,0,0,0
0.0137,0,13700,0,200,0,0,0,0,0,0,0,0,0,0
0.0138,0,13800,0,200,0,0,0,0,0,0,0,0,0,0
0.0139,0,13900,0,200,0,0,0,0,0,0,0,0,0,0
0.014,0,14000,0,200,0,0,0,0,0,0,0,0,0,0
0.0141,0,14100,0,200,0,0,0,0,0,0,0,0,0,0
0.0142,0,14200,0,200,0,0,0,0,0,0,0,0,0,0
0.0143,0,14300,0,200,0,0,0,0,0,0,0,0,0,0
0.0144,0,14400,0,200,0,0,0,0,0,0,0,0,0,0
0.0145,0,14500,0,200,0,0,0,0,0,0,0,0,0,0
0.0146,0,14600,0,200,0,0,0,0,0,0,0,0,0,0
0.0147,0,14700,0,200,0,0,0,0,0,0,0,0,0,0
0.0148,0,14800,0,200,0,0,0,0,0,0,0,0,0,0
0.0149,0,14900,0,200,0,0,0,0,0,0,0,0,0,0
0.015,0,15000,0,200,0,0,0,0,0,0,0,0,0,0
0.0151,0,15100,0,200,0,0,0,0,0,0,0,0,0,0
0.0152,0,15200,0,200,0,0,0,0,0,0,0,0,0,0
0.0153,0,15300,0,200,0,0,0,0,0,0,0,0,0,0
0.0154,0,15400,0,200,0,0,0,0,0,0,0,0,0,0
0.0155,0,15500,0,200,0,0,0,0,0,0,0,0,0,0
0.0156,0,15600,0,200,0,0,0,0,0,0,0,0,0,0
0.0157,0,15700,0,200,0,0,0,0,0,0,0,0,0,0
0.0158,0,15800,0,200,0,0,0,0,0,0,0,0,0,0
0.0159,0,15900,0,200,0,0,0,0,0,0,0,0,0,0
0.016,0,16000,0,200,0,0,0,0,0,0,0,0,0,0
0.0161,0,16100,0,200,0,0,0,0,0,0,0,0,0,0
0.0162,0,16200,0,200,0,0,0,0,0,0,0,0,0,0
0.0163,0,16300,0,200,0,0,0,0,0,0,0,0,0,0
0.0164,0,16400,0,200,0,0,0,0,0,0,0,0,0,0
0.0165,0,16500,0,200,0,0,0,0,0,0,0,0,0,0
0.0166,0,16600,0,200,0,0,0,0,0,0,0,0,0,0
0.0167,0,16700,0,200,0,0,0,0,0,0,0,0,0,0
0.0168,0,16800,0,200,0,0,0,0,0,0,0,0,0,0
0.0169,0,16900,0,200,0,0,0,0,0,0,0,0,0,0
0.017,0,17000,0,200,0,0,0,0,0,0,0,0,0,0
0.0171,0,17100,0,200,0,0,0,0,0,0,0,0,0,0
0.0172,0,17200,0,200,0,0,0,0,0,0,0,0,0,0
0.0173,0,17300,0,200,0,0,0,0,0,0,0,0,0,0
0.0174,0,17400,0,200,0,0,0,0,0,0,0,0,0,0
0.0175,0,17500,0,200,0,0,0,0,0,0,0,0,0,0
0.0176,0,17600,0,200,0,0,0,0,0,0,0,0,0,0
0.0177,0,17700,0,200,0,0,0,0,0,0,0,0,0,0
0.0178,0,17800,0,200,0,0,0,0,0,0,0,0,0,0
0.0179,0,17900,0,200,0,0,0,0,0,0,0,0,0,0
0.018,0,18000,0,200,0,0,0,0,0,0,0,0,0,0
0.0181,0,18100,0,200,0,0,0,0,0,0,0,0,0,0
0.0182,0,18200,0,200,0,0,0,0,0,0,0,0,0,0
0.0183,0,18300,0,200,0,0,0,0,0,0,0,0,0,0
0.0184,0,18400,0,200,0,0,0,0,0,0,0,0,0,0
0.0185,0,18500,0,200,0,0,0,0,0,0,0,0,0,0
0.0186,0,18600,0,200,0,0,0,0,0,0,0,0,0,0
0.0187,0,18700,0,200,0,0,0,0,0,0,0,0,0,0
0.0188,0,18800,0,200,0,0,0,0,0,0,0,0,0,0
0.0189,0,18900,0,200,0,0,0,0,0,0,0,0,0,0
0.019,0,19000,0,200,0,0,0,0,0,0,0,0,0,0
0.0191,0,19100,0,200,0,0,0,0,0,0,0,0,0,0
0.0192,0,19200,0,200,0,0,0,0,0,0,0,0,0,0
0.0193,0,19300,0,200,0,0,0,0,0,0,0,0,0,0
0.0194,0,19400,0,200,0,0,0,0,0,0,0,0,0,0
0.0195,0,19500,0,200,0,0,0,0,0,0,0,0,0,0
0.0196,0,19600,0,200,0,0,0,0,0,0,0,0,0,0
0.0197,0,19700,0,200,0,0,0,0,0,0,0,0,0,0
0.0198,0,19800,0,200,0,0,0,0,0,0,0,0,0,0
0.0199,0,19900,0,200,0,0,0,0,0,0,0,0,0,0
0.02,0,20000,0,200,0,0,0,0,0,0,0,0,0,0
0.0201,0,20100,0,200,0,0,0,0,0,0,0,0,0,0
0.0202,0,20200,0,200,0,0,0,0,0,0,0,0,0,0
0.0203,0,20300,0,200,0,0,0,0,0,0,0,0,0,0
0.0204,0,20400,0,200,0,0,0,0,0,0,0,0,0,0
0.0205,0,20500,0,200,0,0,0,0,0,0,0,0,0,0
0.0206,0,20600,0,200,0,0,0,0,0,0,0,0,0,0
0.0207,0,20700,0,200,0,0,0,0,0,0,0,0,0,0
0.0208,0,20800,0,200,0,0,0,0,0,0,0,0,0,0
0.0209,0,20900,0,200,0,0,0,0,0,0,0,0,0,0
0.021,0,21000,0,200,0,0,0,0,0,0,0,0,0,0
0.0211,0,21100,0,200,0,0,0,0,0,0,0,0,0,0
0.0212,0,21200,0,200,0,0,0,0,0,0,0,0,0,0
0.0213,0,21300,0,200,0,0,0,0,0,0,0,0,0,0
0.0214,0,21400,0,200,0,0,0,0,0,0,0,0,0,0
0.0215,0,21500,0,200,0,0,0,0,0,0,0,0,0,0
0.0216,0,21600,0,200,0,0,0,0,0,0,0,0,0,0
0.0217,0,21700,0,200,0,0,0,0,0,0,0,0,0,0
0.0218,0,21800,0,200,0,0,0,0,0,0,0,0,0,0
0.0219,0,21900,0,200,0,0,0,0,0,0,0,0,0,0
0.022,0,22000,0,200,0,0,0,0,0,0,0,0,0,0
0.0221,0,22100,0,200,0,0,0,0,0,0,0,0,0,0
0.0222,0,22200,0,200,0,0,0,0,0,0,0,0,0,0
0.0223,0,22300,0,200,0,0,0,0,0,0,0,0,0,0
0.0224,0,22400,0,200,0,0,0,0,0,0,0,0,0,0
0.0225,0,22500,0,200,0,0,0,0,0,0,0,0,0,0
0.0226,0,22600,0,200,0,0,0,0,0,0,0,0,0,0
0.0227,0,22700,0,200,0,0,0,0,0,0,0,0,0,0
0.0228,0,22800,0,200,0,0,0,0,0,0,0,0,0,0
0.0229,0,22900,0,200,0,0,0,0,0,0,0,0,0,0
0.023,0,23000,0,200,0,0,0,0,0,0,0,0,0,0
0.0231,0,23100,0,200,0,0,0,0,0,0,0,0,0,0
0.0232,0,23200,0,200,0,0,0,0,0,0,0,0,0,0
0.0233,0,23300,0,200,0,0,0,0,0,0,0,0,0,0
0.0234,0,23400,0,200,0,0,0,0,0,0,0,0,0,0
0.0235,0,23500,0,200,0,0,0,0,0,0,0,0,0,0
0.0236,0,23600,0,200,0,0,0,0,0,0,0,0,0,0
0.0237,0,23700,0,200,0,0,0,0,0,0,0,0,0,0
0.0238,0,23800,0,200,0,0,0,0,0,0,0,0,0,0
0.0239,0,23900,0,200,0,0,0,0,0,0,0,0,0,0
0.024,0,24000,0,200,0,0,0,0,0,0,0,0,0,0
0.0241,0,24100,0,200,0,0,0,0,0,0,0,0,0,0
0.0242,0,24200,0,200,0,0,0,0,0,0,0,0,0,0
0.0243,0,24300,0,200,0,0,0,0,0,0,0,0,0,0
0.0244,0,24400,0,200,0,0,0,0,0,0,0,0,0,0
0.0245,0,24500,0,200,0,0,0,0,0,0,0,0,0,0
0.0246,0,24600,0,200,0,0,0,0,0,0,0,0,0,0
0.0247,0,24700,0,200,0,0,0,0,0,0,0,0,0,0
0.0248,0,24800,0,200,0,0,0,0,0,0,0,0,0,0
0.0249,0,24900,0,200,0,0,0,0,0,0,0,0,0,0
0.025,0,25000,0,200,0,0,0,0,0,0,0,0,0,0
0.0251,0,25100,0,200,0,0,0,0,0,0,0,0,0,0
0.0252,0,25200,0,200,0,0,0,0,0,0,0,0,0,0
0.0253,0,25300,0,200,0,0,0,0,0,0,0,0,0,0
0.0254,0,25400,0,200,0,0,0,0,0,0,0,0,0,0
0.0255,0,25500,0,200,0,0,0,0,0,0,0,0,0,0
0.0256,0,25600,0,200,0,0,0,0,0,0,0,0,0,0
0.0257,0,25700,0,200,0,0,0,0,0,0,0,0,0,0
0.0258,0,25800,0,200,0,0,0,0,0,0,0,0,0,0
0.0259,0,25900,0,200,0,0,0,0,0,0,0,0,0,0
0.026,0,26000,0,200,0,0,0,0,0,0,0,0,0,0
0.0261,0,26100,0,200,0,0,0,0,0,0,0,0,0,0
0.0262,0,26200,0,200,0,0,0,0,0,0,0,0,0,0
0.0263,0,26300,0,200,0,0,0,0,0,0,0,0,0,0
0.0264,0,26400,0,200,0,0,0,0,0,0,0,0,0,0
0.0265,0,26500,0,200,0,0,0,0,0,0,0,0,0,0
0.0266,0,26600,0,200,0,0,0,0,0,0,0,0,0,0
0.0267,0,26700,0,200,0,0,0,0,0,0,0,0,0,0
0.0268,0,26800,0,200,0,0,0,0,0,0,0,0,0,0
0.0269,0,26900,0,200,0,0,0,0,0,0,0,0,0,0
0.027,0,27000,0,200,0,0,0,0,0,0,0,0,0,0
0.0271,0,27100,0,200,0,0,0,0,0,0,0,0,0,0
0.0272,0,27200,0,200,0,0,0,0,0,0,0,0,0,0
0.0273,0,27300,0,200,0,0,0,0,0,0,0,0,0,0
0.0274,0,27400,0,200,0,0,0,0,0,0,0,0,0,0
0.0275,0,27500,0,200,0,0,0,0,0,0,0,0,0,0
0.0276,0,27600,0,200,0,0,0,0,0,0,0,0,0,0
0.0277,0,27700,0,200,0,0,0,0,0,0,0,0,0,0
0.0278,0,27800,0,200,0,0,0,0,0,0,0,0,0,0
0.0279,0,27900,0,200,0,0,0,0,0,0,0,0,0,0
0.028,0,28000,0,200,0,0,0,0,0,0,0,0,0,0
0.0281,0,28100,0,200,0,0,0,0,0,0,0,0,0,0
0.0282,0,28200,0,200,0,0,0,0,0,0,0,0,0,0
0.0283,0,28300,0,200,0,0,0,0,0,0,0,0,0,0
0.0284,0,28400,0,200,0,0,0,0,0,0,0,0,0,0
0.0285,0,28500,0,200,0,0,0,0,0,0,0,0,0,0
0.0286,0,28600,0,200,0,0,0,0,0,0,0,0,0,0
0.0287,0,28700,0,200,0,0,0,0,0,0,0,0,0,0
0.0288,0,28800,0,200,0,0,0,0,0,0,0,0,0,0
0.0289,0,28900,0,200,0,0,0,0,0,0,0,0,0,0
0.029,0,29000,0,200,0,0,0,0,0,0,0,0,0,0
0.0291,0,29100,0,200,0,0,0,0,0,0,0,0,0,0
0.0292,0,29200,0,200,0,0,0,0,0,0,0,0,0,0
0.0293,0,29300,0,200,0,0,0,0,0,0,0,0,0,0
0.0294,0,29400,0,200,0,0,0,0,0,0,0,0,0,0
0.0295,0,29500,0,200,0,0,0,0,0,0,0,0,0,0
0.0296,0,29600,0,200,0,0,0,0,0,0,0,0,0,0
0.0297,0,29700,0,200,0,0,0,0,0,0,0,0,0,0
0.0298,0,29800,0,200,0,0,0,0,0,0,0,0,0,0
0.0299,0,29900,0,200,0,0,0,0,0,0,0,0,0,0
0.03,0,30000,0,200,0,0,0,0,0,0,0,0,0,0
0.0301,0,30100,0,200,0,0,0,0,0,0,0,0,0,0
0.0302,0,30200,0,200,0,0,0,0,0,0,0,0,0,0
0.0303,0,30300,0,200,0,0,0,0,0,0,0,0,0,0
0.0304,0,30400,0,200,0,0,0,0,0,0,0,0,0,0
0.0305,0,30500,0,200,0,0,0,0,0,0,0,0,0,0
0.0306,0,30600,0,200,0,0,0,0,0,0,0,0,0,0
0.0307,0,30700,0,200,0,0,0,0,0,0,0,0,0,0
0.0308,0,30800,0,200,0,0,0,0,0,0,0,0,0,0
0.0309,0,30900,0,200,0,0,0,0,0,0,0,0,0,0
0.031,0,31000,0,200,0,0,0,0,0,0,0,0,0,0
0.0311,0,31100,0,200,0,0,0,0,0,0,0,0,0,0
0.0312,0,31200,0,200,0,0,0,0,0,0,0,0,0,0
0.0313,0,31300,0,200,0,0,0,0,0,0,0,0,0,0
0.0314,0,31400,0,200,0,0,0,0,0,0,0,0,0,0
0.0315,0,31500,0,200,0,0,0,0,0,0,0,0,0,0
0.0316,0,31600,0,200,0,0,0,0,0,0,0,0,0,0
0.0317,0,31700,0,200,0,0,0,0,0,0,0,0,0,0
0.0318,0,31800,0,200,0,0,0,0,0,0,0,0,0,0
0.0319,0,31900,0,200,0,0,0,0,0,0,0,0,0,0
0.032,0,32000,0,200,0,0,0,0,0,0,0,0,0,0
0.0321,0,32100,0,200,0,0,0,0,0,0,0,0,0,0
0.0322,0,32200,0,200,0,0,0,0,0,0,0,0,0,0
0.0323,0,32300,0,200,0,0,0,0,0,0,0,0,0,0
0.0324,0,32400,0,200,0,0,0,0,0,0,0,0,0,0
0.0325,0,32500,0,200,0,0,0,0,0,0,0,0,0,0
0.0326,0,32600,0,200,0,0,0,0,0,0,0,0,0,0
0.0327,0,32700,0,200,0,0,0,0,0,0,0,0,0,0
0.0328,0,32800,0,200,0,0,0,0,0,0,0,0,0,0
0.0329,0,32900,0,200,0,0,0,0,0,0,0,0,0,0
0.033,0,33000,0,200,0,0,0,0,0,0,0,0,0,0
0.0331,0,33100,0,200,0,0,0,0,0,0,0,0,0,0
0.0332,0,33200,0,200,0,0,0,0,0,0,0,0,0,0
0.0333,0,33300,0,200,0,0,0,0,0,0,0,0,0,0
0.0334,0,33400,0,200,0,0,0,0,0,0,0,0,0,0
0.0335,0,33500,0,200,0,0,0,0,0,0,0,0,0,0
0.0336,0,33600,0,200,0,0,0,0,0,0,0,0,0,0
0.0337,0,33700,0,200,0,0,0,0,0,0,0,0,0,0
0.0338,0,33800,0,200,0,0,0,0,0,0,0,0,0,0
0.0339,0,33900,0,200,0,0,0,0,0,0,0,0,0,0
0.034,0,34000,0,200,0,0,0,0,0,0,0,0,0,0
0.0341,0,34100,0,200,0,0,0,0,0,0,0,0,0,0
0.0342,0,34200,0,200,0,0,0,0,0,0,0,0,0,0
0.0343,0,34300,0,200,0,0,0,0,0,0,0,0,0,0
0.0344,0,34400,0,200,0,0,0,0,0,0,0,0,0,0
0.0345,0,34500,0,200,0,0,0,0,0,0,0,0,0,0
0.0346,0,34600,0,200,0,0,0,0,0,0,0,0,0,0
0.0347,0,34700,0,200,0,0,0,0,0,0,0,0,0,0
0.0348,0,34800,0,200,0,0,0,0,0,0,0,0,0,0
0.0349,0,34900,0,200,0,0,0,0,0,0,0,0,0,0
0.035,0,35000,0,200,0,0,0,0,0,0,0,0,0,0
0.0351,0,35100,0,200,0,0,0,0,0,0,0,0,0,0
0.0352,0,35200,0,200,0,0,0,0,0,0,0,0,0,0
0.0353,0,35300,0,200,0,0,0,0,0,0,0,0,0,0
0.0354,0,35400,0,200,0,0,0,0,0,0,0,0,0,0
0.0355,0,35500,0,200,0,0,0,0,0,0,0,0,0,0
0.0356,0,35600,0,200,0,0,0,0,0,0,0,0,0,0
0.0357,0,35700,0,200,0,0,0,0,0,0,0,0,0,0
0.0358,0,35800,0,200,0,0,0,0,0,0,0,0,0,0
0.0359,0,35900,0,200,0,0,0,0,0,0,0,0,0,0
0.036,0,36000,0,200,0,0,0,0,0,0,0,0,0,0
0.0361,0,36100,0,200,0,0,0,0,0,0,0,0,0,0
0.0362,0,36200,0,200,0,0,0,0,0,0,0,0,0,0
0.0363,0,36300,0,200,0,0,0,0,0,0,0,0,0,0
0.0364,0,36400,0,200,0,0,0,0,0,0,0,0,0,0
0.0365,0,36500,0,200,0,0,0,0,0,0,0,0,0,0
0.0366,0,36600,0,200,0,0,0,0,0,0,0,0,0,0
0.0367,0,36700,0,200,0,0,0,0,0,0,0,0,0,0
0.0368,0,36800,0,200,0,0,0,0,0,0,0,0,0,0
0.0369,0,36900,0,200,0,0,0,0,0,0,0,0,0,0
0.037,0,37000,0,200,0,0,0,0,0,0,0,0,0,0
0.0371,0,37100,0,200,0,0,0,0,0,0,0,0,0,0
0.0372,0,37200,0,200,0,0,0,0,0,0,0,0,0,0
0.0373,0,37300,0,200,0,0,0,0,0,0,0,0,0,0
0.0374,0,37400,0,200,0,0,0,0,0,0,0,0,0,0
0.0375,0,37500,0,200,0,0,0,0,0,0,0,0,0,0
0.0376,0,37600,0,200,0,0,0,0,0,0,0,0,0,0
0.0377,0,37700,0,200,0,0,0,0,0,0,0,0,0,0
0.0378,0,37800,0,200,0,0,0,0,0,0,0,0,0,0
0.0379,0,37900,0,200,0,0,0,0,0,0,0,0,0,0
0.038,0,38000,0,200,0,0,0,0,0,0,0,0,0,0
0.0381,0,38100,0,200,0,0,0,0,0,0,0,0,0,0
0.0382,0,38200,0,200,0,0,0,0,0,0,0,0,0,0
0.0383,0,38300,0,200,0,0,0,0,0,0,0,0,0,0
0.0384,0,38400,0,200,0,0,0,0,0,0,0,0,0,0
0.0385,0,38500,0,200,0,0,0,0,0,0,0,0,0,0
0.0386,0,38600,0,200,0,0,0,0,0,0,0,0,0,0
0.0387,0,38700,0,200,0,0,0,0,0,0,0,0,0,0
0.0388,0,38800,0,200,0,0,0,0,0,0,0,0,0,0
0.0389,0,38900,0,200,0,0,0,0,0,0,0,0,0,0
0.039,0,39000,0,200,0,0,0,0,0,0,0,0,0,0
0.0391,0,39100,0,200,0,0,0,0,0,0,0,0,0,0
0.0392,0,39200,0,200,0,0,0,0,0,0,0,0,0,0
0.0393,0,39300,0,200,0,0,0,0,0,0,0,0,0,0
0.0394,0,39400,0,200,0,0,0,0,0,0,0,0,0,0
0.0395,0,39500,0,200,0,0,0,0,0,0,0,0,0,0
0.0396,0,39600,0,200,0,0,0,0,0,0,0,0,0,0
0.0397,0,39700,0,200,0,0,0,0,0,0,0,0,0,0
0.0398,0,39800,0,200,0,0,0,0,0,0,0,0,0,0
0.0399,0,39900,0,200,0,0,0,0,0,0,0,0,0,0
0.04,0,40000,0,200,0,0,0,0,0,0,0,0,0,0
0.0401,0,40100,0,200,0,0,0,0,0,0,0,0,0,0
0.0402,0,40200,0,200,0,0,0,0,0,0,0,0,0,0
0.0403,0,40300,0,200,0,0,0,0,0,0,0,0,0,0
0.0404,0,40400,0,200,0,0,0,0,0,0,0,0,0,0
0.0405,0,40500,0,200,0,0,0,0,0,0,0,0,0,0
